title_norm,film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
the wolf of wall street,The Wolf of Wall Street,2013.0,180,8.2,1187498,116900694,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chak de india,Chak De! India,2007.0,153,8.2,74129,1113541,Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
there will be blood,There Will Be Blood,2007.0,158,8.2,517359,40222514,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pan s labyrinth,Pan's Labyrinth,2006.0,118,8.2,618623,37634615,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
toy story 3,Toy Story 3,2010.0,103,8.2,757032,415004880,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
v for vendetta,V for Vendetta,2005.0,132,8.2,1032749,70511035,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
batman begins,Batman Begins,2005.0,140,8.2,1308302,206852432,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
der untergang,Der Untergang,2004.0,156,8.2,331308,5509040,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
hauru no ugoku shiro,Hauru no ugoku shiro,2004.0,119,8.2,333915,4711096,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
a beautiful mind,A Beautiful Mind,2001.0,135,8.2,848920,170742341,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lock stock and two smoking barrels,"Lock, Stock and Two Smoking Barrels",1998.0,107,8.2,535216,3897569,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
l a confidential,L.A. Confidential,1997.0,138,8.2,531967,64616940,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
heat,Heat,1995.0,170,8.2,577113,67436818,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
casino,Casino,1995.0,178,8.2,466276,42438300,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
unforgiven,Unforgiven,1992.0,130,8.2,375935,101157447,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
indiana jones and the last crusade,Indiana Jones and the Last Crusade,1989.0,127,8.2,692366,197171806,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tonari no totoro,Tonari no Totoro,1988.0,86,8.2,291180,1105564,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
die hard,Die Hard,1988.0,132,8.2,793164,83008852,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ran,Ran,1985.0,162,8.2,112505,4135750,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
raging bull,Raging Bull,1980.0,129,8.2,321860,23383987,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
monty python and the holy grail,Monty Python and the Holy Grail,1975.0,91,8.2,500875,1229197,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
the great escape,The Great Escape,1963.0,172,8.2,224730,12100000,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
some like it hot,Some Like It Hot,1959.0,121,8.2,243943,25000000,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
dial m for murder,Dial M for Murder,1954.0,105,8.2,158335,12562,A former tennis player tries to arrange his wife's murder after learning of her affair.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
