budget,keywords,original_title,popularity,production_companies,production_countries,release_date,revenue,spoken_languages,status,tagline,title,vote_average,vote_count
178000000,"mutant, supernatural powers, marvel comic, superhero, based on comic book, superhuman, apocalypse, superhero team, world domination, aftercreditsstinger, 1980s",X-Men: Apocalypse,139.272042,"Twentieth Century Fox Film Corporation, Donners' Company, Marvel Entertainment, Bad Hat Harry Productions, TSG Entertainment, Kinberg Genre","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-18,543934787,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Only the strong will survive,X-Men: Apocalypse,6.4,4721
185000000,"dc comics, crime fighter, secret identity, scarecrow, sadism, chaos, gotham city, vigilante, joker, superhero, based on comic book, tragic hero, organized crime, criminal mastermind, district attorney, imax, super villain, super powers, batman",The Dark Knight,187.322927,"DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-16,1004558444,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Why So Serious?,The Dark Knight,8.2,12002
175000000,"alien, giant robot, duringcreditsstinger",Monsters vs Aliens,36.167578,DreamWorks Animation,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-19,381509870,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When aliens attack, monsters fight back.",Monsters vs Aliens,6.0,1423
140000000,"middle east, arms dealer, malibu, marvel comic, superhero, based on comic book, tony stark, iron man, aftercreditsstinger, marvel cinematic universe, counter terrorism, agent coulson",Iron Man,120.725053,Marvel Studios,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-30,585174222,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,Heroes aren't born. They're built.,Iron Man,7.4,8776
170000000,"library, clock, film director, key, toy, boy, love, orphan, robot, automaton, hiding, filmmaking, leg brace, doberman, 3d",Hugo,32.319043,"Paramount Pictures, Infinitum Nihil, GK Films","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-11-22,185770160,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One of the most legendary directors of our time takes you on an extraordinary adventure.,Hugo,7.0,2141
145000000,,The Mummy: Tomb of the Dragon Emperor,60.034162,"Universal Pictures, China Film Co-Production Corporation, Relativity Media, Alphaville Films, Sommers Company, The","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-01,401128639,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""sa"", ""name"": """"}]",Released,A New Evil Awakens.,The Mummy: Tomb of the Dragon Emperor,5.2,1387
175000000,"dc comics, shared universe, anti hero, secret mission, villain, superhero, supervillain, dc extended universe",Suicide Squad,90.23792,"DC Comics, Dune Entertainment, Atlas Entertainment, Warner Bros., DC Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-02,745000000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Worst Heroes Ever,Suicide Squad,5.9,7458
175000000,"father son relationship, daily life, married couple, support, father, marriage, faith, baustelle, rescue, animal, nature, duringcreditsstinger, noah's ark",Evan Almighty,27.082182,"Columbia Pictures, Universal Pictures, Spyglass Entertainment, Shady Acres Entertainment, Original Film, Playtone, Relativity Media","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-09,173000000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A comedy of biblical proportions,Evan Almighty,5.3,1151
178000000,"deja vu, time warp, restart, dystopia, war, alien, military officer, soldier, alien invasion, exoskeleton",Edge of Tomorrow,79.456485,"Village Roadshow Pictures, Warner Bros., Viz Media, Province of British Columbia Production Services Tax Credit, 3 Arts Entertainment, RatPac-Dune Entertainment","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-27,370541256,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Live, Die, Repeat",Edge of Tomorrow,7.6,4858
175000000,"terrorist, secret, hostage, technology, warhead, government, president, revenge, murder, attack, explosion, scientist, lasers, evil, cobra",G.I. Joe: The Rise of Cobra,32.852443,"Paramount Pictures, Spyglass Entertainment, Di Bonaventura Pictures, Hasbro, Kontsept Film Company","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-04,302469017,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""gd"", ""name"": """"}]",Released,"When all else fails, they don't.",G.I. Joe: The Rise of Cobra,5.6,1962
175000000,"dream, cartoon, imaginary friend, animation, family, moving, kids, unicorn, duringcreditsstinger, 3d, emotions",Inside Out,128.655964,"Walt Disney Pictures, Pixar Animation Studios","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-09,857611174,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Meet the little voices inside your head.,Inside Out,8.0,6560
200000000,"malibu, marvel comic, superhero, based on comic book, revenge, aftercreditsstinger, marvel cinematic universe",Iron Man 2,77.300194,Marvel Studios,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-04-28,623933331,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"It's not the armor that makes the hero, but the man inside.",Iron Man 2,6.6,6849
170000000,"queen, magic, fairy tale, immortality, forest, deception, woman, eternal youth, snow white, evil queen, evil stepmother, imprisoned, sorceress",Snow White and the Huntsman,77.178973,"Universal Pictures, Roth Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-30,396600000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Fairytale is Over,Snow White and the Huntsman,5.8,3118
180000000,"fairy tale, villain, sleeping beauty, dark fantasy, based on fairy tale, adaptation, retelling, literary adaptation, 3d",Maleficent,110.620647,"Walt Disney Pictures, Walt Disney Studios Motion Pictures, Roth Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-28,758539785,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't believe the fairy tale.,Maleficent,7.0,4496
170000000,"leader, colony, post-apocalyptic, dystopia, forest, sequel, woods, ape, scientist, monkey, medical research, animal attack, plague, 3d",Dawn of the Planet of the Apes,243.791743,"Ingenious Media, Chernin Entertainment, TSG Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-26,710644566,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One last chance for peace.,Dawn of the Planet of the Apes,7.3,4410
170000000,"washington d.c., future, shield, marvel comic, superhero, based on comic book, captain america, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d, political thriller",Captain America: The Winter Soldier,72.225265,Marvel Studios,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-20,714766572,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,In heroes we trust.,Captain America: The Winter Soldier,7.6,5764
165000000,"ogre, 3d",Shrek Forever After,44.041186,DreamWorks Animation,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-16,752600867,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It ain't Ogre... Til it's Ogre,Shrek Forever After,6.0,1959
190000000,"inventor, apocalypse, destiny, imax, dreamer, futuristic car, futuristic city",Tomorrowland,130.311355,"Walt Disney Pictures, Babieka, A113","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-19,209154322,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Imagine a world where nothing is impossible.,Tomorrowland,6.2,2846
165000000,"brother brother relationship, hero, talent, revenge, best friend, another dimension, robot, boy genius, hate, aftercreditsstinger, moral dilemma, 3d, teen superheroes, dead brother",Big Hero 6,203.73459,"Walt Disney Pictures, Walt Disney Animation Studios","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-24,652105443,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,From the creators of Wreck-it Ralph and Frozen,Big Hero 6,7.8,6135
165000000,"support group, product placement, bullying, racing, arcade, medal, self esteem, curiosity, precocious child, aftercreditsstinger, duringcreditsstinger, first person shooter, glitch, carefree, video gamer, q*bert, interrupted wedding, social reject",Wreck-It Ralph,62.341073,Walt Disney Animation Studios,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-01,471222889,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,7.1,4570
165000000,"alternate history, alien invasion",Independence Day: Resurgence,48.775723,"Twentieth Century Fox Film Corporation, Centropolis Entertainment, TSG Entertainment, Stereo D","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-22,389681935,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,We had twenty years to prepare. So did they.,Independence Day: Resurgence,4.9,2491
165000000,"flying, blacksmith, arena, island, night, ship, training, village, forest, viking, friendship, ignorance, flight, nest, dragon, battle, combat, well, warrior",How to Train Your Dragon,67.263269,"DreamWorks Animation, Vertigo Entertainment, Mad Hatter Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-05,494878759,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One adventure will change two worlds,How to Train Your Dragon,7.5,4227
170000000,"marvel comic, spaceship, space, outer space, orphan, adventurer, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe",Guardians of the Galaxy,481.098624,"Marvel Studios, Moving Picture Company (MPC), Bulletproof Cupid, Revolution Sun Studios","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-30,773328629,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All heroes start somewhere.,Guardians of the Galaxy,7.9,9742
165000000,"saving the world, artificial intelligence, father son relationship, single parent, nasa, expedition, wormhole, space travel, famine, black hole, dystopia, race against time, quantum mechanics, spaceship, space, rescue, family relationships, farmhouse, robot, astronaut, scientist, father daughter relationship, single father, farmer, space station, imax, astrophysics, zero gravity, courage, time paradox, relativity",Interstellar,724.247784,"Paramount Pictures, Legendary Pictures, Warner Bros., Syncopy, Lynda Obst Productions","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-05,675120017,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mankind was born on Earth. It was never meant to die here.,Interstellar,8.1,10867
160000000,"loss of lover, dream, kidnapping, sleep, subconsciousness, heist, redemption, female hero",Inception,167.58371,"Legendary Pictures, Warner Bros., Syncopy","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-14,825532764,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Your mind is the scene of the crime.,Inception,8.1,13752
250000000,"riddle, elves, dwarves, orcs, middle-earth (tolkien), hobbit, mountains, wizard, journey, ring, goblin, courage, giant, tunnel, underground lake, buried treasure, climbing a tree, invisibility, ancient, gnomes",The Hobbit: An Unexpected Journey,108.849621,"WingNut Films, New Line Cinema, Warner Bros. Pictures, Metro-Goldwyn-Mayer (MGM)","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-26,1021103568,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,7.0,8297
150000000,"diary, navy, funeral, tea, travel, hospital",The Curious Case of Benjamin Button,60.269279,"Paramount Pictures, Warner Bros., Kennedy/Marshall Company, The","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-24,333932083,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,3292
160000000,"cia, mutant, mine, marvel comic, superhero, based on comic book, superhuman, historical fiction, nuclear war, cuban missile crisis, world war iii, 1960s",X-Men: First Class,3.195174,"Ingenious Film Partners, Ingenious Media, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Dune Entertainment III, Marvel Entertainment, Bad Hat Harry Productions, Big Screen Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-24,353624124,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Witness the moment that will change our world.,X-Men: First Class,7.1,5181
160000000,"revolution, strong woman, dystopia, game of death, 3d, based on young adult novel",The Hunger Games: Mockingjay - Part 2,127.284427,"Studio Babelsberg, Lionsgate, Color Force","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-18,653428261,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The fire will burn forever.,The Hunger Games: Mockingjay - Part 2,6.6,3984
150000000,"witch, fire, wolf, fountain, magic, book, castle, water, apprentice, training, merlin, love, mission, sorcerer, dragon, aftercreditsstinger, apprendista, morgana",The Sorcerer's Apprentice,35.580815,"Walt Disney Pictures, Jerry Bruckheimer Films, Saturn Films, Broken Road Productions, Junction Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-13,215283742,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's The Coolest Job Ever.,The Sorcerer's Apprentice,5.8,1470
160000000,"new year's eve, fire, drowning, cataclysm, loss of father, atlantic ocean, ball, self-abandonment, shipwreck, giant wave, blackout, ship, daughter, single, escape, capsized ship",Poseidon,21.133748,"Virtual Studios, Next Entertainment, Warner Bros., Irwin Allen Productions, Radiant Productions, Synthesis Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-12,181674817,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Mayday,Poseidon,5.5,583
170000000,"based on novel, clock, queen, sequel, alice in wonderland, dark fantasy, mad hatter, 3d",Alice Through the Looking Glass,56.268916,"Walt Disney Pictures, Team Todd, Tim Burton Productions, Roth Films, Legend3D","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-25,299370084,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's time for a little madness.,Alice Through the Looking Glass,6.5,1725
